loss,accuracy,val_loss,val_accuracy
8.25292682647705,0.7266666889190674,9.902273178100586,0.5118483304977417
6.839197635650635,0.887499988079071,7.644051551818848,0.6872037649154663
5.864799499511719,0.9433333277702332,6.078610420227051,0.8230647444725037
5.125903129577637,0.9549999833106995,5.1635918617248535,0.8751974701881409
4.483401298522949,0.9674999713897705,4.554332733154297,0.8941548466682434
3.9606494903564453,0.9858333468437195,4.015570163726807,0.8988941311836243
3.5129623413085938,0.98416668176651,3.5441040992736816,0.9210110306739807
3.1054394245147705,0.9933333396911621,3.149873733520508,0.9162717461585999
2.7684061527252197,0.9908333420753479,2.8115947246551514,0.9225908517837524
2.448455572128296,0.9933333396911621,2.516075372695923,0.9194312691688538
2.167078971862793,0.9933333396911621,2.2490148544311523,0.9178515076637268
1.927079439163208,0.9925000071525574,2.022247791290283,0.9146919250488281
1.6949431896209717,0.9991666674613953,1.8131309747695923,0.930489718914032
1.515748143196106,0.9958333373069763,1.642185926437378,0.9162717461585999
1.3320330381393433,0.9983333349227905,1.506316900253296,0.9194312691688538
1.1928291320800781,0.9941666722297668,1.3562626838684082,0.9146919250488281
1.0519548654556274,0.9950000047683716,1.2154334783554077,0.9146919250488281
0.9207869172096252,1.0,1.0720815658569336,0.9210110306739807
0.80937260389328,0.9991666674613953,1.0001156330108643,0.9225908517837524
0.7277621626853943,0.9975000023841858,0.914279043674469,0.9241706132888794
0.6442428827285767,0.9983333349227905,0.821398138999939,0.9241706132888794
0.5817441344261169,0.9983333349227905,0.7844186425209045,0.9178515076637268
0.5190001130104065,0.996666669845581,0.7011988759040833,0.9178515076637268
0.4655815660953522,0.9958333373069763,0.6583200097084045,0.9178515076637268
0.4188726246356964,0.9958333373069763,0.6128960251808167,0.9241706132888794
0.3728468716144562,0.9991666674613953,0.573388397693634,0.928909957408905
0.34812769293785095,0.9975000023841858,0.5677526593208313,0.9178515076637268
0.31759756803512573,0.9950000047683716,0.5299953818321228,0.9241706132888794
0.2996252477169037,0.9933333396911621,0.5001448392868042,0.928909957408905
0.28253087401390076,0.996666669845581,0.48341265320777893,0.9241706132888794
0.24559615552425385,0.9991666674613953,0.4669036567211151,0.930489718914032
0.23043031990528107,1.0,0.46551668643951416,0.9273301959037781
0.21581314504146576,0.9983333349227905,0.42782965302467346,0.930489718914032
0.20834538340568542,0.9975000023841858,0.4628356695175171,0.9241706132888794
0.20673273503780365,0.9991666674613953,0.43361154198646545,0.928909957408905
0.2066362053155899,0.9983333349227905,0.4202346205711365,0.9352290630340576
0.19853092730045319,1.0,0.4227937161922455,0.9368088245391846
0.20540857315063477,0.9983333349227905,0.4250026345252991,0.9368088245391846
0.20040418207645416,1.0,0.4235655665397644,0.9336493015289307
0.19640155136585236,1.0,0.42323797941207886,0.9336493015289307
