epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8582478165626526,0.6461100578308105,0.6331380605697632,7.808748245239258,0.6885793805122375,0.5863377451896667,0.9512326717376709,0.7785171270370483,0.779798150062561,6.707271099090576,0.8130165338516235,0.7480988502502441
1,0.9501301050186157,0.7993358373641968,0.7851094007492065,5.91980504989624,0.8634560704231262,0.7229601740837097,0.9707046151161194,0.8431559205055237,0.8385422229766846,5.356584548950195,0.8680202960968018,0.8127376437187195
2,0.9744081497192383,0.8614800572395325,0.8541382551193237,4.874279499053955,0.8938373923301697,0.8187856078147888,0.9754651188850403,0.8707224130630493,0.8686418533325195,4.469510555267334,0.8846153616905212,0.8526616096496582
3,0.981267511844635,0.8804554343223572,0.8833243250846863,4.074203968048096,0.9147641062736511,0.8553131222724915,0.9790265560150146,0.8840304017066956,0.8784287571907043,3.7503437995910645,0.8995025157928467,0.8593155741691589
4,0.9836015105247498,0.9008538722991943,0.8935392498970032,3.427708148956299,0.9146401882171631,0.8742884397506714,0.9793781638145447,0.8783270120620728,0.8771390318870544,3.190150260925293,0.8952569365501404,0.8612167239189148
5,0.9856933951377869,0.9008538722991943,0.8981589078903198,2.8874430656433105,0.9174493551254272,0.8804554343223572,0.9786737561225891,0.8716729879379272,0.8715241551399231,2.696096658706665,0.8932135701179504,0.8507604598999023
6,0.9910685420036316,0.9278937578201294,0.9226096272468567,2.39009165763855,0.9395280480384827,0.9065464735031128,0.9831604957580566,0.8925855755805969,0.893279492855072,2.2444517612457275,0.9094488024711609,0.8783270120620728
7,0.9918431043624878,0.9397532939910889,0.9382525086402893,1.9830479621887207,0.9490785598754883,0.9283681511878967,0.9836805462837219,0.8925855755805969,0.8897908926010132,1.905226707458496,0.9031311273574829,0.8773764371871948
8,0.9894768595695496,0.9312143921852112,0.9257631897926331,1.6999582052230835,0.9412052631378174,0.9112903475761414,0.9855238199234009,0.8982889652252197,0.894409716129303,1.5918999910354614,0.9138613939285278,0.8773764371871948
9,0.9917798042297363,0.9378557801246643,0.9364179372787476,1.4176219701766968,0.9506595134735107,0.9231498837471008,0.9847920536994934,0.9011406898498535,0.901469886302948,1.3630493879318237,0.9131707549095154,0.8897338509559631
10,0.9906246662139893,0.9430739879608154,0.9407454133033752,1.207610011100769,0.9523809552192688,0.929791271686554,0.9781040549278259,0.8982889652252197,0.8934621214866638,1.2405121326446533,0.9070450067520142,0.8811787366867065
11,0.991485595703125,0.9444971680641174,0.9408115744590759,1.0494660139083862,0.9541686773300171,0.9283681511878967,0.985894501209259,0.9049429893493652,0.9088200330734253,1.0379693508148193,0.9176356792449951,0.9001901149749756
12,0.9923713207244873,0.9440227746963501,0.9414193034172058,0.9011061787605286,0.9498069286346436,0.9335863590240479,0.9826778769493103,0.9087452292442322,0.9117739796638489,0.9274925589561462,0.9205426573753357,0.9030418395996094
13,0.9923169612884521,0.9454458951950073,0.9451125264167786,0.7902189493179321,0.953667938709259,0.937381386756897,0.985393226146698,0.9087452292442322,0.9076886177062988,0.8201442360877991,0.915057897567749,0.9011406898498535
14,0.9953793287277222,0.9582542777061462,0.9563522338867188,0.6805627942085266,0.9656673073768616,0.9473434686660767,0.9836088418960571,0.9020912647247314,0.8997872471809387,0.7715380787849426,0.9146221876144409,0.8859315514564514
