epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8960036039352417,0.7234345078468323,0.7132874727249146,7.814284324645996,0.7709130644798279,0.6688804626464844,0.9122710824012756,0.7576045393943787,0.7503916025161743,7.150661468505859,0.7915789484977722,0.7148289084434509
1,0.9573060870170593,0.8515180349349976,0.8458721041679382,6.399283409118652,0.8765243887901306,0.8183112144470215,0.958435595035553,0.8574144244194031,0.8469411730766296,5.857329368591309,0.8802456259727478,0.8174905180931091
2,0.9778761863708496,0.892789363861084,0.8904860019683838,5.443238258361816,0.9091358184814453,0.8733396530151367,0.9733121395111084,0.8887832760810852,0.890033483505249,5.079363822937012,0.9122632145881653,0.8697718381881714
3,0.9766669869422913,0.8999051451683044,0.8993654847145081,4.8103437423706055,0.9130434989929199,0.8866223692893982,0.9577298760414124,0.8859315514564514,0.8794869780540466,4.648146629333496,0.9105691313743591,0.8517110347747803
4,0.9762632250785828,0.9065464735031128,0.9049705862998962,4.366375923156738,0.91845703125,0.8923149704933167,0.9587750434875488,0.8688212633132935,0.8642400503158569,4.22906494140625,0.8775709867477417,0.8517110347747803
5,0.9755206108093262,0.9070208668708801,0.9039958119392395,3.9847798347473145,0.9170731902122498,0.8918406367301941,0.9757975935935974,0.9039924144744873,0.8985336422920227,3.7999632358551025,0.9254783391952515,0.8735741376876831
6,0.9821223616600037,0.938804566860199,0.93670254945755,3.572143077850342,0.9445515871047974,0.9293168783187866,0.9753758311271667,0.8906844258308411,0.8956933617591858,3.4626166820526123,0.9090019464492798,0.8830798268318176
7,0.9892024397850037,0.9411764740943909,0.9427234530448914,3.1872849464416504,0.948631763458252,0.937381386756897,0.9857831001281738,0.9077946543693542,0.9079157114028931,3.0986244678497314,0.9268051385879517,0.8906844258308411
8,0.9920452237129211,0.9407020807266235,0.9413528442382812,2.8914670944213867,0.9528668522834778,0.9302656650543213,0.9793863892555237,0.8973383903503418,0.8928731679916382,2.857684373855591,0.9029126167297363,0.8840304017066956
9,0.9937477707862854,0.947817862033844,0.9467962980270386,2.6129813194274902,0.959571361541748,0.9345350861549377,0.9880560040473938,0.910646378993988,0.9130163192749023,2.547668933868408,0.9378757476806641,0.8897338509559631
10,0.9952402710914612,0.953984797000885,0.9570809602737427,2.3504977226257324,0.97119140625,0.9435483813285828,0.9868888258934021,0.9096958041191101,0.9188110828399658,2.3064591884613037,0.9385530352592468,0.9001901149749756
11,0.9965249300003052,0.955407977104187,0.9565927386283875,2.125046968460083,0.9679455757141113,0.9454458951950073,0.9841184616088867,0.9173004031181335,0.9070272445678711,2.15929913520813,0.9283581972122192,0.8868821263313293
12,0.9955618977546692,0.9573054909706116,0.9609907269477844,1.930312991142273,0.9732490181922913,0.9492409825325012,0.9822450280189514,0.9049429893493652,0.9110035300254822,1.9822909832000732,0.9229268431663513,0.8992395401000977
13,0.9943897724151611,0.9596773982048035,0.9605118632316589,1.7528536319732666,0.9668428897857666,0.9544591903686523,0.9847602844238281,0.9211026430130005,0.9212237000465393,1.7800390720367432,0.9294003844261169,0.9134981036186218
14,0.9940512180328369,0.9563567638397217,0.9593909978866577,1.5868531465530396,0.9699466824531555,0.9492409825325012,0.9883121848106384,0.9049429893493652,0.9137474298477173,1.596193790435791,0.9284313917160034,0.9001901149749756
15,0.9953780174255371,0.96299809217453,0.9645989537239075,1.421011209487915,0.9725168943405151,0.9568310976028442,0.9857591986656189,0.9163498282432556,0.9200744032859802,1.4733812808990479,0.9275362491607666,0.9125475287437439
16,0.997695803642273,0.9696394801139832,0.9704663753509521,1.262988805770874,0.9872424006462097,0.9544591903686523,0.9851064682006836,0.9173004031181335,0.920111894607544,1.341378927230835,0.9395440816879272,0.9011406898498535
17,0.9949397444725037,0.96299809217453,0.9612984657287598,1.171035885810852,0.9705171585083008,0.9525616765022278,0.9847671985626221,0.9001901149749756,0.9035817384719849,1.232094645500183,0.9119070768356323,0.8954372406005859
18,0.9971548318862915,0.9653699994087219,0.9643703103065491,1.055861473083496,0.9738878011703491,0.955407977104187,0.9880836606025696,0.9230037927627563,0.9208192825317383,1.1012163162231445,0.9293320178985596,0.9125475287437439
19,0.9964743852615356,0.964421272277832,0.9647334814071655,0.9615277051925659,0.9729859828948975,0.9568310976028442,0.9791523218154907,0.891635000705719,0.8898739218711853,1.1049110889434814,0.9015594720840454,0.8792775869369507
20,0.9972227215766907,0.9762808084487915,0.9763475060462952,0.8432210683822632,0.9827006459236145,0.9701138734817505,0.9855828285217285,0.911596953868866,0.9116866588592529,0.9736618399620056,0.917228102684021,0.9058935642242432
21,0.9956452250480652,0.9653699994087219,0.9697985649108887,0.7917344570159912,0.981067955493927,0.9587286710739136,0.9857105612754822,0.9077946543693542,0.9118618965148926,0.8994010090827942,0.9248046875,0.9001901149749756
22,0.9972271919250488,0.9710626006126404,0.9719722867012024,0.7168080806732178,0.9802219271659851,0.9639468789100647,0.987856924533844,0.911596953868866,0.9171987771987915,0.8244330286979675,0.9339901208877563,0.9011406898498535
23,0.9976232051849365,0.972011387348175,0.9750847220420837,0.6560885310173035,0.9831243753433228,0.9672675728797913,0.9849204421043396,0.9173004031181335,0.9136943817138672,0.7851397395133972,0.9192307591438293,0.9087452292442322
24,0.9967771768569946,0.9724857807159424,0.9725141525268555,0.6231569051742554,0.9793169498443604,0.9658443927764893,0.9767716526985168,0.8792775869369507,0.8806146383285522,0.8152302503585815,0.9030969142913818,0.8593155741691589
25,0.9971570372581482,0.9710626006126404,0.9709964990615845,0.5741412043571472,0.9764987826347351,0.9658443927764893,0.9808496236801147,0.8973383903503418,0.894812285900116,0.7433120608329773,0.9164178967475891,0.875475287437439
26,0.9985352754592896,0.9767552018165588,0.9779865145683289,0.5172482132911682,0.9841498732566833,0.972011387348175,0.9857632517814636,0.9173004031181335,0.9189367294311523,0.6503669619560242,0.929892897605896,0.9077946543693542
27,0.9934558272361755,0.9701138734817505,0.9699077010154724,0.5293920636177063,0.9737093448638916,0.9663187861442566,0.9826744794845581,0.911596953868866,0.905730128288269,0.6553309559822083,0.9196865558624268,0.8925855755805969
28,0.9956721067428589,0.9724857807159424,0.9722285270690918,0.49867773056030273,0.9783861637115479,0.9663187861442566,0.9695727229118347,0.8802281618118286,0.8753865361213684,0.7228304147720337,0.9065040946006775,0.8479087352752686
29,0.9972280859947205,0.9682163000106812,0.9686049222946167,0.4555160701274872,0.9741007089614868,0.9634724855422974,0.97434002161026,0.8802281618118286,0.8733905553817749,0.6821503639221191,0.9028339982032776,0.8479087352752686
30,0.9979086518287659,0.9810246825218201,0.9815636873245239,0.4124864339828491,0.9856528043746948,0.9777039885520935,0.9750357866287231,0.8963878154754639,0.8888135552406311,0.6639293432235718,0.9146586060523987,0.8659695982933044
31,0.9998276233673096,0.9938330054283142,0.9930630326271057,0.371914267539978,0.995708167552948,0.9905123114585876,0.9753041863441467,0.8821292519569397,0.8775532245635986,0.6651410460472107,0.8920510411262512,0.8640684485435486
32,0.999569296836853,0.9938330054283142,0.992814838886261,0.36924779415130615,0.9966539144515991,0.9890891909599304,0.9668046832084656,0.8650190234184265,0.8625472187995911,0.7269006967544556,0.8828202486038208,0.8450570106506348
33,0.9998361468315125,0.9957305788993835,0.995227575302124,0.35675016045570374,0.9976167678833008,0.9928842782974243,0.9669305086135864,0.8678707480430603,0.8658460974693298,0.7192544341087341,0.880274772644043,0.8526616096496582
34,0.9993184804916382,0.9952561855316162,0.995002031326294,0.36151546239852905,0.99666827917099,0.9933586120605469,0.9719071984291077,0.8897338509559631,0.8895273804664612,0.6687036752700806,0.9064039587974548,0.874524712562561
35,0.9999468326568604,0.9971536993980408,0.9969035983085632,0.34945186972618103,0.9980979561805725,0.9957305788993835,0.9717035293579102,0.8764258623123169,0.874183177947998,0.6901432871818542,0.8914116621017456,0.858364999294281
36,0.9999082088470459,0.9952561855316162,0.9935515522956848,0.3522472679615021,0.9966586828231812,0.9905123114585876,0.9685952663421631,0.8830798268318176,0.8800682425498962,0.6977173686027527,0.8999009132385254,0.8631178736686707
