epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.9536323547363281,0.8097723126411438,0.7717311978340149,3.3308796882629395,0.880391001701355,0.7262808084487915,0.949699878692627,0.8165399432182312,0.0,1.686705231666565,0.0,0.0
1,0.9789621829986572,0.8828273415565491,0.8804703950881958,0.6305201649665833,0.9062656760215759,0.8576850295066833,0.9816369414329529,0.8973383903503418,0.0,1.2819643020629883,0.0,0.0
2,0.9844103455543518,0.9188804626464844,0.9166548252105713,0.4436553716659546,0.9327772259712219,0.901802659034729,0.9708865284919739,0.8631178736686707,0.0,1.2140876054763794,0.0,0.0
3,0.9908537864685059,0.9392789602279663,0.935615599155426,0.36591672897338867,0.9457626938819885,0.9264705777168274,0.9901038408279419,0.9211026430130005,0.01274779811501503,1.0574876070022583,1.0,0.006653992459177971
4,0.9931256771087646,0.9511384963989258,0.9533722996711731,0.3180446922779083,0.9609826803207397,0.946394681930542,0.9437910318374634,0.7785171270370483,0.21980564296245575,1.0424063205718994,1.0,0.1264258623123169
5,0.9909141659736633,0.9425995945930481,0.9416095018386841,0.3450966775417328,0.9511368870735168,0.9326375722885132,0.9904410243034363,0.9239543676376343,0.5021544694900513,0.7782217860221863,0.9944444298744202,0.3403041958808899
6,0.9962942600250244,0.9677419066429138,0.9679422378540039,0.2581983208656311,0.9740633964538574,0.9620493650436401,0.9875215291976929,0.9068440794944763,0.8721863031387329,0.591038703918457,0.9558823704719543,0.803231954574585
7,0.9978834390640259,0.9843453764915466,0.9849687218666077,0.18996277451515198,0.9866729974746704,0.983396589756012,0.988537073135376,0.9249049425125122,0.9018688201904297,0.5004947781562805,0.9515279531478882,0.858364999294281
8,0.9958271384239197,0.9743832945823669,0.9745358824729919,0.22203421592712402,0.9771101474761963,0.972011387348175,0.9831688404083252,0.9011406898498535,0.8966006636619568,0.45988985896110535,0.9269776940345764,0.8688212633132935
9,0.9974579811096191,0.9814990758895874,0.9826236963272095,0.2015962302684784,0.9852169752120972,0.9800758957862854,0.982155978679657,0.9096958041191101,0.9090091586112976,0.39680373668670654,0.9177153706550598,0.9011406898498535
10,0.9970883131027222,0.9805502891540527,0.9803084135055542,0.2049911469221115,0.9842256307601929,0.9767552018165588,0.9807459712028503,0.8992395401000977,0.8979225754737854,0.45310795307159424,0.9037536382675171,0.8925855755805969
11,0.9971799850463867,0.975806474685669,0.9764680862426758,0.2152690440416336,0.9781056642532349,0.9748576879501343,0.9878645539283752,0.9182509779930115,0.9223060607910156,0.35995084047317505,0.9312015771865845,0.9134981036186218
12,0.9968385100364685,0.9734345078468323,0.9735973477363586,0.204965740442276,0.9770663976669312,0.9701138734817505,0.9847722053527832,0.927756667137146,0.9272035360336304,0.3611515462398529,0.9285033345222473,0.9258555173873901
13,0.9988076686859131,0.9852941036224365,0.9859306812286377,0.15228720009326935,0.9871612191200256,0.9848197102546692,0.9814173579216003,0.9239543676376343,0.9252029061317444,0.360134094953537,0.9282296895980835,0.9220532178878784
14,0.9973059296607971,0.9767552018165588,0.977400004863739,0.1869387924671173,0.9795140624046326,0.9753320813179016,0.9884487986564636,0.9173004031181335,0.9185316562652588,0.33941787481307983,0.9224137663841248,0.9153992533683777
